Date,simbolo,actions,quantity
2024-11-04 00:00:00-03:00,BBAS3.SA,buy,10
2024-11-05 00:00:00-03:00,BBAS3.SA,buy,17
2024-11-06 00:00:00-03:00,BBAS3.SA,sell,7
2024-11-07 00:00:00-03:00,BBAS3.SA,buy,0
2024-11-08 00:00:00-03:00,BBAS3.SA,sell,26
2024-11-11 00:00:00-03:00,BBAS3.SA,sell,24
2024-11-12 00:00:00-03:00,BBAS3.SA,sell,29
2024-11-13 00:00:00-03:00,BBAS3.SA,buy,18
2024-11-14 00:00:00-03:00,BBAS3.SA,sell,10
2024-11-18 00:00:00-03:00,BBAS3.SA,buy,28
2024-11-19 00:00:00-03:00,BBAS3.SA,sell,13
2024-11-21 00:00:00-03:00,BBAS3.SA,buy,10
2024-11-22 00:00:00-03:00,BBAS3.SA,sell,22
2024-11-25 00:00:00-03:00,BBAS3.SA,sell,0
2024-11-26 00:00:00-03:00,BBAS3.SA,sell,29
2024-11-27 00:00:00-03:00,BBAS3.SA,buy,6
2024-11-28 00:00:00-03:00,BBAS3.SA,sell,12
2024-11-29 00:00:00-03:00,BBAS3.SA,sell,1
2024-12-02 00:00:00-03:00,BBAS3.SA,sell,28
2024-12-03 00:00:00-03:00,BBAS3.SA,sell,7
2024-12-04 00:00:00-03:00,BBAS3.SA,buy,8
2023-12-04 00:00:00-05:00,GM,buy,15
2023-12-05 00:00:00-05:00,GM,sell,8
2023-12-06 00:00:00-05:00,GM,buy,5
2023-12-07 00:00:00-05:00,GM,buy,25
2023-12-08 00:00:00-05:00,GM,sell,4
2023-12-11 00:00:00-05:00,GM,sell,9
2023-12-12 00:00:00-05:00,GM,sell,18
2023-12-13 00:00:00-05:00,GM,sell,29
2023-12-14 00:00:00-05:00,GM,sell,7
2023-12-15 00:00:00-05:00,GM,buy,26
2023-12-18 00:00:00-05:00,GM,buy,6
2023-12-19 00:00:00-05:00,GM,buy,11
2023-12-20 00:00:00-05:00,GM,buy,2
2023-12-21 00:00:00-05:00,GM,buy,0
2023-12-22 00:00:00-05:00,GM,sell,27
2023-12-26 00:00:00-05:00,GM,sell,15
2023-12-27 00:00:00-05:00,GM,sell,2
2023-12-28 00:00:00-05:00,GM,buy,28
2023-12-29 00:00:00-05:00,GM,buy,23
2024-01-02 00:00:00-05:00,GM,buy,10
2024-01-03 00:00:00-05:00,GM,buy,26
2024-01-04 00:00:00-05:00,GM,buy,5
2024-01-05 00:00:00-05:00,GM,buy,20
2024-01-08 00:00:00-05:00,GM,sell,19
2024-01-09 00:00:00-05:00,GM,buy,18
2024-01-10 00:00:00-05:00,GM,sell,22
2024-01-11 00:00:00-05:00,GM,buy,9
2024-01-12 00:00:00-05:00,GM,buy,10
2024-01-16 00:00:00-05:00,GM,buy,28
2024-01-17 00:00:00-05:00,GM,sell,24
2024-01-18 00:00:00-05:00,GM,sell,21
2024-01-19 00:00:00-05:00,GM,buy,17
2024-01-22 00:00:00-05:00,GM,sell,26
2024-01-23 00:00:00-05:00,GM,sell,7
2024-01-24 00:00:00-05:00,GM,buy,13
2024-01-25 00:00:00-05:00,GM,sell,26
2024-01-26 00:00:00-05:00,GM,buy,10
2024-01-29 00:00:00-05:00,GM,buy,8
2024-01-30 00:00:00-05:00,GM,sell,18
2024-01-31 00:00:00-05:00,GM,buy,23
2024-02-01 00:00:00-05:00,GM,sell,16
2024-02-02 00:00:00-05:00,GM,buy,1
2024-02-05 00:00:00-05:00,GM,buy,0
2024-02-06 00:00:00-05:00,GM,buy,23
2024-02-07 00:00:00-05:00,GM,buy,21
2024-02-08 00:00:00-05:00,GM,sell,20
2024-02-09 00:00:00-05:00,GM,buy,29
2024-02-12 00:00:00-05:00,GM,sell,15
2024-02-13 00:00:00-05:00,GM,sell,23
2024-02-14 00:00:00-05:00,GM,sell,17
2024-02-15 00:00:00-05:00,GM,buy,28
2024-02-16 00:00:00-05:00,GM,sell,29
2024-02-20 00:00:00-05:00,GM,buy,10
2024-02-21 00:00:00-05:00,GM,buy,25
2024-02-22 00:00:00-05:00,GM,buy,18
2024-02-23 00:00:00-05:00,GM,sell,6
2024-02-26 00:00:00-05:00,GM,sell,17
2024-02-27 00:00:00-05:00,GM,buy,9
2024-02-28 00:00:00-05:00,GM,sell,8
2024-02-29 00:00:00-05:00,GM,buy,28
2024-03-01 00:00:00-05:00,GM,sell,23
2024-03-04 00:00:00-05:00,GM,buy,27
2024-03-05 00:00:00-05:00,GM,buy,6
2024-03-06 00:00:00-05:00,GM,buy,28
2024-03-07 00:00:00-05:00,GM,buy,3
2024-03-08 00:00:00-05:00,GM,sell,2
2024-03-11 00:00:00-04:00,GM,buy,26
2024-03-12 00:00:00-04:00,GM,buy,3
2024-03-13 00:00:00-04:00,GM,buy,16
2024-03-14 00:00:00-04:00,GM,buy,28
2024-03-15 00:00:00-04:00,GM,buy,29
2024-03-18 00:00:00-04:00,GM,sell,21
2024-03-19 00:00:00-04:00,GM,buy,15
2024-03-20 00:00:00-04:00,GM,buy,27
2024-03-21 00:00:00-04:00,GM,sell,0
2024-03-22 00:00:00-04:00,GM,sell,16
2024-03-25 00:00:00-04:00,GM,sell,7
2024-03-26 00:00:00-04:00,GM,buy,17
2024-03-27 00:00:00-04:00,GM,buy,19
2024-03-28 00:00:00-04:00,GM,sell,15
2024-04-01 00:00:00-04:00,GM,sell,2
2024-04-02 00:00:00-04:00,GM,sell,25
2024-04-03 00:00:00-04:00,GM,buy,21
2024-04-04 00:00:00-04:00,GM,buy,2
2024-04-05 00:00:00-04:00,GM,sell,3
2024-04-08 00:00:00-04:00,GM,buy,9
2024-04-09 00:00:00-04:00,GM,sell,20
2024-04-10 00:00:00-04:00,GM,buy,11
2024-04-11 00:00:00-04:00,GM,buy,4
2024-04-12 00:00:00-04:00,GM,buy,28
2024-04-15 00:00:00-04:00,GM,sell,7
2024-04-16 00:00:00-04:00,GM,buy,26
2024-04-17 00:00:00-04:00,GM,buy,21
2024-04-18 00:00:00-04:00,GM,buy,26
2024-04-19 00:00:00-04:00,GM,buy,26
2024-04-22 00:00:00-04:00,GM,sell,20
2024-04-23 00:00:00-04:00,GM,buy,0
2024-04-24 00:00:00-04:00,GM,sell,10
2024-04-25 00:00:00-04:00,GM,sell,7
2024-04-26 00:00:00-04:00,GM,sell,16
2024-04-29 00:00:00-04:00,GM,sell,9
2024-04-30 00:00:00-04:00,GM,sell,1
2024-05-01 00:00:00-04:00,GM,buy,19
2024-05-02 00:00:00-04:00,GM,sell,18
2024-05-03 00:00:00-04:00,GM,sell,5
2024-05-06 00:00:00-04:00,GM,buy,27
2024-05-07 00:00:00-04:00,GM,sell,15
2024-05-08 00:00:00-04:00,GM,buy,5
2024-05-09 00:00:00-04:00,GM,buy,29
2024-05-10 00:00:00-04:00,GM,sell,18
2024-05-13 00:00:00-04:00,GM,sell,14
2024-05-14 00:00:00-04:00,GM,sell,5
2024-05-15 00:00:00-04:00,GM,sell,25
2024-05-16 00:00:00-04:00,GM,buy,1
2024-05-17 00:00:00-04:00,GM,sell,23
2024-05-20 00:00:00-04:00,GM,sell,10
2024-05-21 00:00:00-04:00,GM,sell,5
2024-05-22 00:00:00-04:00,GM,buy,21
2024-05-23 00:00:00-04:00,GM,buy,16
2024-05-24 00:00:00-04:00,GM,sell,6
2024-05-28 00:00:00-04:00,GM,buy,29
2024-05-29 00:00:00-04:00,GM,buy,13
2024-05-30 00:00:00-04:00,GM,sell,29
2024-05-31 00:00:00-04:00,GM,sell,13
2024-06-03 00:00:00-04:00,GM,sell,25
2024-06-04 00:00:00-04:00,GM,buy,10
2024-06-05 00:00:00-04:00,GM,buy,18
2024-06-06 00:00:00-04:00,GM,buy,0
2024-06-07 00:00:00-04:00,GM,sell,26
2024-06-10 00:00:00-04:00,GM,buy,1
2024-06-11 00:00:00-04:00,GM,sell,16
2024-06-12 00:00:00-04:00,GM,sell,3
2024-06-13 00:00:00-04:00,GM,buy,17
2024-06-14 00:00:00-04:00,GM,buy,13
2024-06-17 00:00:00-04:00,GM,buy,12
2024-06-18 00:00:00-04:00,GM,buy,1
2024-06-20 00:00:00-04:00,GM,buy,22
2024-06-21 00:00:00-04:00,GM,sell,2
2024-06-24 00:00:00-04:00,GM,sell,0
2024-06-25 00:00:00-04:00,GM,buy,13
2024-06-26 00:00:00-04:00,GM,buy,20
2024-06-27 00:00:00-04:00,GM,sell,0
2024-06-28 00:00:00-04:00,GM,sell,22
2024-07-01 00:00:00-04:00,GM,sell,12
2024-07-02 00:00:00-04:00,GM,sell,22
2024-07-03 00:00:00-04:00,GM,buy,8
2024-07-05 00:00:00-04:00,GM,sell,20
2024-07-08 00:00:00-04:00,GM,sell,16
2024-07-09 00:00:00-04:00,GM,buy,3
2024-07-10 00:00:00-04:00,GM,buy,12
2024-07-11 00:00:00-04:00,GM,sell,27
2024-07-12 00:00:00-04:00,GM,sell,25
2024-07-15 00:00:00-04:00,GM,buy,22
2024-07-16 00:00:00-04:00,GM,buy,3
2024-07-17 00:00:00-04:00,GM,sell,2
2024-07-18 00:00:00-04:00,GM,sell,21
2024-07-19 00:00:00-04:00,GM,sell,13
2024-07-22 00:00:00-04:00,GM,sell,19
2024-07-23 00:00:00-04:00,GM,buy,23
2024-07-24 00:00:00-04:00,GM,sell,26
2024-07-25 00:00:00-04:00,GM,sell,12
2024-07-26 00:00:00-04:00,GM,sell,22
2024-07-29 00:00:00-04:00,GM,sell,26
2024-07-30 00:00:00-04:00,GM,sell,7
2024-07-31 00:00:00-04:00,GM,buy,29
2024-08-01 00:00:00-04:00,GM,sell,7
2024-08-02 00:00:00-04:00,GM,sell,25
2024-08-05 00:00:00-04:00,GM,sell,24
2024-08-06 00:00:00-04:00,GM,sell,2
2024-08-07 00:00:00-04:00,GM,sell,5
2024-08-08 00:00:00-04:00,GM,buy,9
2024-08-09 00:00:00-04:00,GM,buy,2
2024-08-12 00:00:00-04:00,GM,sell,7
2024-08-13 00:00:00-04:00,GM,sell,29
2024-08-14 00:00:00-04:00,GM,buy,7
2024-08-15 00:00:00-04:00,GM,buy,10
2024-08-16 00:00:00-04:00,GM,sell,23
2024-08-19 00:00:00-04:00,GM,sell,9
2024-08-20 00:00:00-04:00,GM,sell,5
2024-08-21 00:00:00-04:00,GM,buy,6
2024-08-22 00:00:00-04:00,GM,sell,4
2024-08-23 00:00:00-04:00,GM,sell,7
2024-08-26 00:00:00-04:00,GM,buy,21
2024-08-27 00:00:00-04:00,GM,buy,23
2024-08-28 00:00:00-04:00,GM,buy,10
2024-08-29 00:00:00-04:00,GM,buy,26
2024-08-30 00:00:00-04:00,GM,buy,2
2024-09-03 00:00:00-04:00,GM,buy,6
2024-09-04 00:00:00-04:00,GM,buy,9
2024-09-05 00:00:00-04:00,GM,sell,25
2024-09-06 00:00:00-04:00,GM,sell,15
2024-09-09 00:00:00-04:00,GM,sell,29
2024-09-10 00:00:00-04:00,GM,buy,2
2024-09-11 00:00:00-04:00,GM,buy,9
2024-09-12 00:00:00-04:00,GM,buy,14
2024-09-13 00:00:00-04:00,GM,buy,24
2024-09-16 00:00:00-04:00,GM,sell,14
2024-09-17 00:00:00-04:00,GM,buy,2
2024-09-18 00:00:00-04:00,GM,sell,2
2024-09-19 00:00:00-04:00,GM,sell,22
2024-09-20 00:00:00-04:00,GM,buy,25
2024-09-23 00:00:00-04:00,GM,sell,9
2024-09-24 00:00:00-04:00,GM,buy,21
2024-09-25 00:00:00-04:00,GM,buy,21
2024-09-26 00:00:00-04:00,GM,buy,19
2024-09-27 00:00:00-04:00,GM,sell,14
2024-09-30 00:00:00-04:00,GM,sell,6
2024-10-01 00:00:00-04:00,GM,buy,13
2024-10-02 00:00:00-04:00,GM,sell,23
2024-10-03 00:00:00-04:00,GM,buy,8
2024-10-04 00:00:00-04:00,GM,buy,21
2024-10-07 00:00:00-04:00,GM,buy,6
2024-10-08 00:00:00-04:00,GM,buy,3
2024-10-09 00:00:00-04:00,GM,buy,21
2024-10-10 00:00:00-04:00,GM,sell,8
2024-10-11 00:00:00-04:00,GM,sell,27
2024-10-14 00:00:00-04:00,GM,buy,23
2024-10-15 00:00:00-04:00,GM,sell,19
2024-10-16 00:00:00-04:00,GM,sell,1
2024-10-17 00:00:00-04:00,GM,buy,17
2024-10-18 00:00:00-04:00,GM,buy,16
2024-10-21 00:00:00-04:00,GM,buy,9
2024-10-22 00:00:00-04:00,GM,sell,4
2024-10-23 00:00:00-04:00,GM,sell,16
2024-10-24 00:00:00-04:00,GM,sell,19
2024-10-25 00:00:00-04:00,GM,buy,1
2024-10-28 00:00:00-04:00,GM,sell,14
2024-10-29 00:00:00-04:00,GM,buy,1
2024-10-30 00:00:00-04:00,GM,sell,22
2024-10-31 00:00:00-04:00,GM,buy,7
2024-11-01 00:00:00-04:00,GM,sell,29
2024-11-04 00:00:00-05:00,GM,sell,4
2024-11-05 00:00:00-05:00,GM,buy,20
2024-11-06 00:00:00-05:00,GM,sell,9
2024-11-07 00:00:00-05:00,GM,buy,28
2024-11-08 00:00:00-05:00,GM,sell,22
2024-11-11 00:00:00-05:00,GM,buy,20
2024-11-12 00:00:00-05:00,GM,sell,8
2024-11-13 00:00:00-05:00,GM,buy,8
2024-11-14 00:00:00-05:00,GM,buy,9
2024-11-15 00:00:00-05:00,GM,buy,11
2024-11-18 00:00:00-05:00,GM,sell,29
2024-11-19 00:00:00-05:00,GM,buy,5
2024-11-20 00:00:00-05:00,GM,buy,2
2024-11-21 00:00:00-05:00,GM,buy,21
2024-11-22 00:00:00-05:00,GM,buy,15
2024-11-25 00:00:00-05:00,GM,buy,24
2024-11-26 00:00:00-05:00,GM,sell,24
2024-11-27 00:00:00-05:00,GM,sell,9
2024-11-29 00:00:00-05:00,GM,sell,7
2024-12-02 00:00:00-05:00,GM,buy,18
2024-12-03 00:00:00-05:00,GM,sell,28
2024-12-04 00:00:00-05:00,GM,buy,14
2023-12-04 00:00:00-05:00,TSLA,sell,28
2023-12-05 00:00:00-05:00,TSLA,sell,23
2023-12-06 00:00:00-05:00,TSLA,buy,5
2023-12-07 00:00:00-05:00,TSLA,buy,24
2023-12-08 00:00:00-05:00,TSLA,sell,27
2023-12-11 00:00:00-05:00,TSLA,buy,27
2023-12-12 00:00:00-05:00,TSLA,sell,19
2023-12-13 00:00:00-05:00,TSLA,buy,4
2023-12-14 00:00:00-05:00,TSLA,sell,25
2023-12-15 00:00:00-05:00,TSLA,buy,9
2023-12-18 00:00:00-05:00,TSLA,buy,4
2023-12-19 00:00:00-05:00,TSLA,sell,27
2023-12-20 00:00:00-05:00,TSLA,sell,13
2023-12-21 00:00:00-05:00,TSLA,buy,22
2023-12-22 00:00:00-05:00,TSLA,sell,18
2023-12-26 00:00:00-05:00,TSLA,buy,19
2023-12-27 00:00:00-05:00,TSLA,buy,13
2023-12-28 00:00:00-05:00,TSLA,buy,3
2023-12-29 00:00:00-05:00,TSLA,sell,17
2024-01-02 00:00:00-05:00,TSLA,sell,1
2024-01-03 00:00:00-05:00,TSLA,sell,19
2024-01-04 00:00:00-05:00,TSLA,buy,3
2024-01-05 00:00:00-05:00,TSLA,buy,27
2024-01-08 00:00:00-05:00,TSLA,sell,29
2024-01-09 00:00:00-05:00,TSLA,sell,27
2024-01-10 00:00:00-05:00,TSLA,sell,19
2024-01-11 00:00:00-05:00,TSLA,buy,5
2024-01-12 00:00:00-05:00,TSLA,sell,6
2024-01-16 00:00:00-05:00,TSLA,sell,16
2024-01-17 00:00:00-05:00,TSLA,buy,6
2024-01-18 00:00:00-05:00,TSLA,sell,17
2024-01-19 00:00:00-05:00,TSLA,buy,28
2024-01-22 00:00:00-05:00,TSLA,sell,11
2024-01-23 00:00:00-05:00,TSLA,sell,13
2024-01-24 00:00:00-05:00,TSLA,sell,29
2024-01-25 00:00:00-05:00,TSLA,sell,12
2024-01-26 00:00:00-05:00,TSLA,buy,10
2024-01-29 00:00:00-05:00,TSLA,buy,27
2024-01-30 00:00:00-05:00,TSLA,buy,18
2024-01-31 00:00:00-05:00,TSLA,sell,7
2024-02-01 00:00:00-05:00,TSLA,sell,13
2024-02-02 00:00:00-05:00,TSLA,sell,18
2024-02-05 00:00:00-05:00,TSLA,buy,12
2024-02-06 00:00:00-05:00,TSLA,buy,9
2024-02-07 00:00:00-05:00,TSLA,buy,24
2024-02-08 00:00:00-05:00,TSLA,buy,10
2024-02-09 00:00:00-05:00,TSLA,sell,18
2024-02-12 00:00:00-05:00,TSLA,sell,1
2024-02-13 00:00:00-05:00,TSLA,sell,23
2024-02-14 00:00:00-05:00,TSLA,buy,10
2024-02-15 00:00:00-05:00,TSLA,sell,23
2024-02-16 00:00:00-05:00,TSLA,sell,14
2024-02-20 00:00:00-05:00,TSLA,sell,17
2024-02-21 00:00:00-05:00,TSLA,buy,16
2024-02-22 00:00:00-05:00,TSLA,sell,25
2024-02-23 00:00:00-05:00,TSLA,buy,2
2024-02-26 00:00:00-05:00,TSLA,sell,17
2024-02-27 00:00:00-05:00,TSLA,sell,0
2024-02-28 00:00:00-05:00,TSLA,buy,0
2024-02-29 00:00:00-05:00,TSLA,buy,1
2024-03-01 00:00:00-05:00,TSLA,sell,22
2024-03-04 00:00:00-05:00,TSLA,sell,8
2024-03-05 00:00:00-05:00,TSLA,sell,3
2024-03-06 00:00:00-05:00,TSLA,sell,16
2024-03-07 00:00:00-05:00,TSLA,buy,17
2024-03-08 00:00:00-05:00,TSLA,buy,21
2024-03-11 00:00:00-04:00,TSLA,buy,18
2024-03-12 00:00:00-04:00,TSLA,sell,2
2024-03-13 00:00:00-04:00,TSLA,sell,17
2024-03-14 00:00:00-04:00,TSLA,buy,12
2024-03-15 00:00:00-04:00,TSLA,sell,7
2024-03-18 00:00:00-04:00,TSLA,sell,26
2024-03-19 00:00:00-04:00,TSLA,sell,16
2024-03-20 00:00:00-04:00,TSLA,sell,15
2024-03-21 00:00:00-04:00,TSLA,sell,22
2024-03-22 00:00:00-04:00,TSLA,sell,27
2024-03-25 00:00:00-04:00,TSLA,buy,8
2024-03-26 00:00:00-04:00,TSLA,buy,20
2024-03-27 00:00:00-04:00,TSLA,buy,22
2024-03-28 00:00:00-04:00,TSLA,buy,6
2024-04-01 00:00:00-04:00,TSLA,sell,11
2024-04-02 00:00:00-04:00,TSLA,buy,28
2024-04-03 00:00:00-04:00,TSLA,buy,7
2024-04-04 00:00:00-04:00,TSLA,sell,12
2024-04-05 00:00:00-04:00,TSLA,sell,28
2024-04-08 00:00:00-04:00,TSLA,sell,21
2024-04-09 00:00:00-04:00,TSLA,sell,9
2024-04-10 00:00:00-04:00,TSLA,sell,27
2024-04-11 00:00:00-04:00,TSLA,sell,28
2024-04-12 00:00:00-04:00,TSLA,buy,27
2024-04-15 00:00:00-04:00,TSLA,sell,11
2024-04-16 00:00:00-04:00,TSLA,buy,14
2024-04-17 00:00:00-04:00,TSLA,buy,26
2024-04-18 00:00:00-04:00,TSLA,sell,12
2024-04-19 00:00:00-04:00,TSLA,buy,8
2024-04-22 00:00:00-04:00,TSLA,sell,24
2024-04-23 00:00:00-04:00,TSLA,sell,20
2024-04-24 00:00:00-04:00,TSLA,buy,17
2024-04-25 00:00:00-04:00,TSLA,buy,12
2024-04-26 00:00:00-04:00,TSLA,sell,26
2024-04-29 00:00:00-04:00,TSLA,buy,6
2024-04-30 00:00:00-04:00,TSLA,buy,25
2024-05-01 00:00:00-04:00,TSLA,buy,2
2024-05-02 00:00:00-04:00,TSLA,sell,15
2024-05-03 00:00:00-04:00,TSLA,buy,10
2024-05-06 00:00:00-04:00,TSLA,sell,17
2024-05-07 00:00:00-04:00,TSLA,sell,15
2024-05-08 00:00:00-04:00,TSLA,buy,22
2024-05-09 00:00:00-04:00,TSLA,buy,26
2024-05-10 00:00:00-04:00,TSLA,buy,29
2024-05-13 00:00:00-04:00,TSLA,buy,2
2024-05-14 00:00:00-04:00,TSLA,buy,5
2024-05-15 00:00:00-04:00,TSLA,buy,20
2024-05-16 00:00:00-04:00,TSLA,buy,10
2024-05-17 00:00:00-04:00,TSLA,buy,25
2024-05-20 00:00:00-04:00,TSLA,buy,8
2024-05-21 00:00:00-04:00,TSLA,sell,14
2024-05-22 00:00:00-04:00,TSLA,buy,4
2024-05-23 00:00:00-04:00,TSLA,sell,13
2024-05-24 00:00:00-04:00,TSLA,sell,26
2024-05-28 00:00:00-04:00,TSLA,buy,19
2024-05-29 00:00:00-04:00,TSLA,buy,21
2024-05-30 00:00:00-04:00,TSLA,sell,8
2024-05-31 00:00:00-04:00,TSLA,buy,16
2024-06-03 00:00:00-04:00,TSLA,sell,14
2024-06-04 00:00:00-04:00,TSLA,sell,20
2024-06-05 00:00:00-04:00,TSLA,buy,29
2024-06-06 00:00:00-04:00,TSLA,sell,18
2024-06-07 00:00:00-04:00,TSLA,sell,22
2024-06-10 00:00:00-04:00,TSLA,buy,22
2024-06-11 00:00:00-04:00,TSLA,buy,1
2024-06-12 00:00:00-04:00,TSLA,buy,16
2024-06-13 00:00:00-04:00,TSLA,sell,5
2024-06-14 00:00:00-04:00,TSLA,buy,1
2024-06-17 00:00:00-04:00,TSLA,sell,6
2024-06-18 00:00:00-04:00,TSLA,sell,20
2024-06-20 00:00:00-04:00,TSLA,buy,0
2024-06-21 00:00:00-04:00,TSLA,sell,2
2024-06-24 00:00:00-04:00,TSLA,buy,11
2024-06-25 00:00:00-04:00,TSLA,sell,7
2024-06-26 00:00:00-04:00,TSLA,sell,14
2024-06-27 00:00:00-04:00,TSLA,sell,13
2024-06-28 00:00:00-04:00,TSLA,sell,11
2024-07-01 00:00:00-04:00,TSLA,sell,1
2024-07-02 00:00:00-04:00,TSLA,buy,24
2024-07-03 00:00:00-04:00,TSLA,sell,9
2024-07-05 00:00:00-04:00,TSLA,sell,15
2024-07-08 00:00:00-04:00,TSLA,buy,26
2024-07-09 00:00:00-04:00,TSLA,buy,1
2024-07-10 00:00:00-04:00,TSLA,sell,27
2024-07-11 00:00:00-04:00,TSLA,buy,11
2024-07-12 00:00:00-04:00,TSLA,buy,23
2024-07-15 00:00:00-04:00,TSLA,buy,11
2024-07-16 00:00:00-04:00,TSLA,buy,13
2024-07-17 00:00:00-04:00,TSLA,sell,16
2024-07-18 00:00:00-04:00,TSLA,buy,9
2024-07-19 00:00:00-04:00,TSLA,buy,22
2024-07-22 00:00:00-04:00,TSLA,sell,12
2024-07-23 00:00:00-04:00,TSLA,sell,28
2024-07-24 00:00:00-04:00,TSLA,sell,15
2024-07-25 00:00:00-04:00,TSLA,sell,20
2024-07-26 00:00:00-04:00,TSLA,buy,22
2024-07-29 00:00:00-04:00,TSLA,buy,25
2024-07-30 00:00:00-04:00,TSLA,sell,0
2024-07-31 00:00:00-04:00,TSLA,sell,25
2024-08-01 00:00:00-04:00,TSLA,buy,21
2024-08-02 00:00:00-04:00,TSLA,buy,28
2024-08-05 00:00:00-04:00,TSLA,sell,8
2024-08-06 00:00:00-04:00,TSLA,sell,28
2024-08-07 00:00:00-04:00,TSLA,sell,1
2024-08-08 00:00:00-04:00,TSLA,buy,10
2024-08-09 00:00:00-04:00,TSLA,buy,28
2024-08-12 00:00:00-04:00,TSLA,sell,7
2024-08-13 00:00:00-04:00,TSLA,buy,1
2024-08-14 00:00:00-04:00,TSLA,buy,26
2024-08-15 00:00:00-04:00,TSLA,sell,16
2024-08-16 00:00:00-04:00,TSLA,buy,21
2024-08-19 00:00:00-04:00,TSLA,sell,10
2024-08-20 00:00:00-04:00,TSLA,buy,14
2024-08-21 00:00:00-04:00,TSLA,buy,17
2024-08-22 00:00:00-04:00,TSLA,buy,11
2024-08-23 00:00:00-04:00,TSLA,buy,28
2024-08-26 00:00:00-04:00,TSLA,buy,3
2024-08-27 00:00:00-04:00,TSLA,sell,4
2024-08-28 00:00:00-04:00,TSLA,buy,8
2024-08-29 00:00:00-04:00,TSLA,sell,18
2024-08-30 00:00:00-04:00,TSLA,sell,16
2024-09-03 00:00:00-04:00,TSLA,buy,26
2024-09-04 00:00:00-04:00,TSLA,buy,7
2024-09-05 00:00:00-04:00,TSLA,sell,10
2024-09-06 00:00:00-04:00,TSLA,buy,0
2024-09-09 00:00:00-04:00,TSLA,buy,20
2024-09-10 00:00:00-04:00,TSLA,sell,28
2024-09-11 00:00:00-04:00,TSLA,buy,12
2024-09-12 00:00:00-04:00,TSLA,sell,21
2024-09-13 00:00:00-04:00,TSLA,sell,5
2024-09-16 00:00:00-04:00,TSLA,sell,4
2024-09-17 00:00:00-04:00,TSLA,buy,1
2024-09-18 00:00:00-04:00,TSLA,sell,8
2024-09-19 00:00:00-04:00,TSLA,buy,20
2024-09-20 00:00:00-04:00,TSLA,sell,18
2024-09-23 00:00:00-04:00,TSLA,sell,12
2024-09-24 00:00:00-04:00,TSLA,sell,23
2024-09-25 00:00:00-04:00,TSLA,sell,27
2024-09-26 00:00:00-04:00,TSLA,buy,9
2024-09-27 00:00:00-04:00,TSLA,buy,18
2024-09-30 00:00:00-04:00,TSLA,buy,7
2024-10-01 00:00:00-04:00,TSLA,buy,11
2024-10-02 00:00:00-04:00,TSLA,sell,15
2024-10-03 00:00:00-04:00,TSLA,sell,15
2024-10-04 00:00:00-04:00,TSLA,buy,23
2024-10-07 00:00:00-04:00,TSLA,sell,12
2024-10-08 00:00:00-04:00,TSLA,buy,26
2024-10-09 00:00:00-04:00,TSLA,sell,22
2024-10-10 00:00:00-04:00,TSLA,buy,29
2024-10-11 00:00:00-04:00,TSLA,sell,4
2024-10-14 00:00:00-04:00,TSLA,buy,26
2024-10-15 00:00:00-04:00,TSLA,sell,7
2024-10-16 00:00:00-04:00,TSLA,sell,11
2024-10-17 00:00:00-04:00,TSLA,buy,3
2024-10-18 00:00:00-04:00,TSLA,sell,15
2024-10-21 00:00:00-04:00,TSLA,buy,29
2024-10-22 00:00:00-04:00,TSLA,sell,2
2024-10-23 00:00:00-04:00,TSLA,buy,29
2024-10-24 00:00:00-04:00,TSLA,sell,24
2024-10-25 00:00:00-04:00,TSLA,buy,11
2024-10-28 00:00:00-04:00,TSLA,buy,5
2024-10-29 00:00:00-04:00,TSLA,sell,18
2024-10-30 00:00:00-04:00,TSLA,sell,20
2024-10-31 00:00:00-04:00,TSLA,sell,5
2024-11-01 00:00:00-04:00,TSLA,sell,0
2024-11-04 00:00:00-05:00,TSLA,buy,6
2024-11-05 00:00:00-05:00,TSLA,buy,19
2024-11-06 00:00:00-05:00,TSLA,sell,22
2024-11-07 00:00:00-05:00,TSLA,buy,26
2024-11-08 00:00:00-05:00,TSLA,sell,10
2024-11-11 00:00:00-05:00,TSLA,buy,14
2024-11-12 00:00:00-05:00,TSLA,buy,1
2024-11-13 00:00:00-05:00,TSLA,sell,23
2024-11-14 00:00:00-05:00,TSLA,buy,10
2024-11-15 00:00:00-05:00,TSLA,buy,8
2024-11-18 00:00:00-05:00,TSLA,buy,29
2024-11-19 00:00:00-05:00,TSLA,buy,19
2024-11-20 00:00:00-05:00,TSLA,sell,29
2024-11-21 00:00:00-05:00,TSLA,sell,6
2024-11-22 00:00:00-05:00,TSLA,sell,4
2024-11-25 00:00:00-05:00,TSLA,buy,24
2024-11-26 00:00:00-05:00,TSLA,buy,23
2024-11-27 00:00:00-05:00,TSLA,buy,9
2024-11-29 00:00:00-05:00,TSLA,buy,8
2024-12-02 00:00:00-05:00,TSLA,sell,20
2024-12-03 00:00:00-05:00,TSLA,buy,8
2024-12-04 00:00:00-05:00,TSLA,sell,20
2023-12-04 00:00:00-05:00,TM,sell,1
2023-12-05 00:00:00-05:00,TM,buy,5
2023-12-06 00:00:00-05:00,TM,sell,22
2023-12-07 00:00:00-05:00,TM,buy,11
2023-12-08 00:00:00-05:00,TM,sell,2
2023-12-11 00:00:00-05:00,TM,sell,26
2023-12-12 00:00:00-05:00,TM,sell,22
